COUNT,mid_x,mid_y,mid_z,Ag_ppm_BESTEL,NBKRT,AG_SUBZONAS,HOLEID
170723,3839.5027,4773.9049,4017.0418,2.533333,31,42,A2253
170724,3840.488,4772.9934,4014.3588,3.733333,31,42,A2253
170725,3841.4737,4772.0839,4011.6753,5.066667,31,42,A2253
170726,3842.46,4771.1757,4008.9916,24.733334,31,42,A2253
170727,3843.4471,4770.268,4006.308,20.733334,31,42,A2253
170728,3844.4326,4769.3637,4003.6227,6,31,42,A2253
170729,3845.4156,4768.4632,4000.9352,6,31,42,A2253
170743,3788.2824,4787.651,4108.476,41.5,32,41,A2254
170744,3789.6546,4786.2976,4106.177,105.48333,32,41,A2254
170745,3790.9117,4785.055,4104.0703,134,32,41,A2254
170746,3792.2806,4783.6974,4101.7718,48.42857,31,41,A2254
170747,3793.7579,4782.2255,4099.2791,28.5,32,41,A2254
170748,3795.1201,4780.8672,4096.977,12.133333,32,41,A2254
170749,3796.4816,4779.5102,4094.6738,13.5,32,41,A2254
170750,3797.5019,4778.4945,4092.9447,15,32,41,A2254
170751,3798.5098,4777.4918,4091.2332,5,31,41,A2254
170752,3799.7532,4776.2545,4089.1153,3,32,41,A2254
170753,3801.0048,4775.0078,4086.9752,2,31,41,A2254
170754,3802.3537,4773.6612,4084.6585,6.333333,31,41,A2254
170755,3803.6988,4772.3162,4082.3387,11,31,41,A2254
170756,3805.0411,4770.9733,4080.016,8.333333,31,41,A2254
170757,3806.3815,4769.6338,4077.6903,23.166666,31,41,A2254
170758,3807.7201,4768.2976,4075.3616,8.066667,31,41,A2254
170759,3809.0561,4766.963,4073.0305,2.5,31,41,A2254
170760,3810.3891,4765.6285,4070.6976,18.666666,31,41,A2254
170761,3811.7189,4764.2928,4068.3636,7,31,41,A2254
170762,3812.8796,4763.1264,4066.3184,4,31,41,A2254
170777,3832.7432,4743.0473,4030.6144,26.275862,32,41,A2254
170785,3842.9933,4732.7933,4012.0884,6.903226,31,42,A2254
170869,3341.2268,4597.175,4138.7278,4,31,41,A2256
170870,3342.5516,4595.8833,4136.8308,3.065217,31,41,A2256
170875,3349.2996,4589.3639,4127.1245,12,31,41,A2256
170876,3350.5919,4588.132,4125.2689,2,31,41,A2256
172216,3328.9574,4506.6246,4110.4012,2.986667,31,41,A2264
172655,3340.3633,4564.5103,4189.9311,14,31,41,A2267
172656,3341.2741,4563.6026,4187.2206,10.333333,31,41,A2267
172657,3342.1892,4562.6962,4184.5112,6.5,31,41,A2267
172658,3343.098,4561.7976,4181.8247,11.949153,31,41,A2267
172666,3349.7398,4555.1797,4162.1163,3.5,31,41,A2267
172667,3350.6545,4554.2679,4159.4085,8.266666,31,41,A2267
172668,3351.5698,4553.3563,4156.7009,9.483334,31,41,A2267
172669,3352.4855,4552.4452,4153.9933,10,31,41,A2267
172670,3353.2257,4551.7094,4151.8044,10,31,41,A2267
172673,3356.1082,4548.8655,4143.2936,10.833333,31,41,A2267
172674,3357.0298,4547.9666,4140.5838,4.233333,31,41,A2267
172675,3357.9526,4547.0706,4137.8735,3.566667,31,41,A2267
172676,3358.7829,4546.2662,4135.4336,1.1875,31,41,A2267
172696,3376.5738,4528.9047,4082.4505,1.462687,31,41,A2267
172697,3377.5238,4527.9612,4079.5716,7.2,32,41,A2267
172698,3378.4958,4526.9918,4076.6258,56.628571,32,41,A2267
172702,3382.3603,4523.1499,4064.9332,36.133335,32,41,A2267
172703,3383.1716,4522.3531,4062.4844,42.5,32,41,A2267
172705,3385.1882,4520.3776,4056.4082,280.866669,32,41,A2267
172706,3385.911,4519.6697,4054.2318,163.666672,32,41,A2267
173875,3944.854,4847.1999,4021.4559,12.4,31,42,A2275
173876,3946.0631,4846.062,4018.9573,13.866667,31,42,A2275
173877,3946.9678,4845.2134,4017.08,8,31,42,A2275
173880,3950.1543,4842.2309,4010.4353,25.033333,31,42,A2275
173881,3951.3515,4841.1113,4007.9227,21,31,42,A2275
173882,3952.5472,4839.9952,4005.4077,16.333334,31,42,A2275
173922,3880.1521,4840.2971,4035.8224,16.483334,31,42,A2276
173923,3881.488,4838.9353,4033.507,10.25,31,42,A2276
173924,3882.8222,4837.5771,4031.1885,12.4,31,42,A2276
173925,3884.0647,4836.3125,4029.0213,13.403846,31,42,A2276
179299,3420.061,4521.9904,4162.1009,67,32,41,A2309
179300,3421.6682,4520.5025,4159.5661,95.432434,32,41,A2309
179688,3447.9167,4706.7649,4125.2398,2,32,41,A2312
179689,3449.3901,4705.2793,4123.0207,2,32,41,A2312
179976,4251.1526,4888.1611,4197.7073,60.549999,32,42,A2315
179977,4250.0446,4889.3228,4195.1729,14.05,32,42,A2315
180319,4003.3739,4783.951,4199.7916,41.419998,31,42,A231A
180320,4004.6014,4782.4816,4197.8176,5.55,32,42,A231A
180321,4005.9379,4780.8803,4195.6613,7.1,32,42,A231A
180322,4007.2722,4779.2803,4193.5027,8.253333,32,42,A231A
180323,4008.606,4777.68,4191.3439,13.18,32,42,A231A
180324,4009.9392,4776.0793,4189.1852,8.58,32,42,A231A
180325,4011.272,4774.4782,4187.0265,6.28,32,42,A231A
180326,4012.6054,4772.8759,4184.869,14.773334,32,42,A231A
180327,4013.9396,4771.2725,4182.7128,19.563334,32,42,A231A
180328,4015.2747,4769.668,4180.5581,7.323333,32,42,A231A
180329,4016.6104,4768.0607,4178.4058,19.6,32,42,A231A
180330,4017.9466,4766.4492,4176.2568,5,32,42,A231A
180331,4019.2833,4764.8337,4174.1113,3.7,32,42,A231A
180332,4020.6198,4763.2146,4171.9683,6.503333,32,42,A231A
180333,4021.9542,4761.5945,4169.8248,15.203333,32,42,A231A
180334,4023.1755,4760.1085,4167.8594,58.464001,32,42,A231A
180337,4026.6145,4755.9176,4162.3213,16.481667,32,42,A231A
180338,4027.9491,4754.2947,4160.18,13.66,32,42,A231A
180339,4029.2849,4752.6709,4158.0401,11.866667,32,42,A231A
180340,4030.6168,4751.0429,4155.901,8.233334,32,42,A231A
180341,4031.9438,4749.4102,4153.7626,10.366667,32,42,A231A
180342,4033.2661,4747.7725,4151.6248,28.16,32,42,A231A
181263,3318.3565,4549.647,4183.2818,17.299999,31,41,A2330
181264,3319.2134,4548.8013,4180.5339,21.416666,31,41,A2330
181265,3320.0719,4547.9595,4177.7854,6.1,31,41,A2330
181266,3320.9319,4547.1203,4175.0366,7,31,41,A2330
181267,3321.7926,4546.2799,4172.2883,23.866667,31,41,A2330
181268,3322.6538,4545.4423,4169.5394,33.849998,31,41,A2330
181269,3323.5154,4544.6094,4166.7891,12.5,31,41,A2330
181270,3324.3772,4543.781,4164.0376,3.666667,31,41,A2330
181271,3325.2107,4542.983,4161.377,3.696429,31,41,A2330
181284,3336.221,4532.51,4126.2206,4.366667,31,41,A2330
181285,3336.8788,4531.8877,4124.1063,4,31,41,A2330
181290,3340.1666,4528.8101,4113.552,4.968254,31,41,A2330
181307,3353.8413,4516.1046,4069.4659,0.975,31,41,A2330
181308,3354.6948,4515.317,4066.6998,1.625,31,41,A2330
181309,3355.5489,4514.529,4063.934,1.475,31,41,A2330
181310,3356.4113,4513.7333,4061.1458,5.278688,31,41,A2330
181311,3357.2739,4512.9375,4058.3578,52.833332,32,41,A2330
181312,3358.272,4512.0168,4055.132,41.799999,32,41,A2330
181491,3356.7166,4689.9795,4080.5455,7,31,41,A2333
181492,3357.9682,4688.7732,4078.1004,6.5,31,41,A2333
181493,3359.2176,4687.5668,4075.6542,9,31,41,A2333
181494,3360.7033,4686.1293,4072.7376,13.036144,31,41,A2333
181525,3363.6285,4541.3688,4189.0104,4,31,41,A2334
181529,3366.8444,4538.1362,4180.8191,12.333333,31,41,A2334
181530,3368.027,4536.954,4177.8014,18,31,41,A2334
181533,3371.2391,4533.7579,4169.5942,2,32,41,A2334
181534,3372.0893,4532.9186,4167.4266,7,31,41,A2334
181535,3373.1199,4531.905,4164.7978,5.875,31,41,A2334
181536,3374.2022,4530.8434,4162.0367,2.636364,31,41,A2334
181547,3385.8634,4519.4959,4132.2968,0.633333,31,41,A2334
181548,3386.8894,4518.5003,4129.6594,6.4,31,41,A2334
181549,3387.9135,4517.5057,4127.0208,7.2,31,41,A2334
181550,3388.9367,4516.5117,4124.3817,10.3,31,41,A2334
181551,3389.9595,4515.5195,4121.7417,120.650002,32,41,A2334
181552,3390.9827,4514.5293,4119.1011,50,32,41,A2334
181553,3392.0068,4513.5414,4116.4601,9.55,32,41,A2334
181554,3393.0328,4512.555,4113.8192,18,32,41,A2334
181555,3394.0093,4511.6187,4111.3107,13,32,41,A2334
181916,3357.8145,4686.197,4029.1542,10,31,41,A2339
181918,3359.4363,4684.4542,4025.4836,17.466667,31,41,A2339
181919,3360.5485,4683.2594,4022.9667,29.833334,31,41,A2339
181920,3361.6615,4682.0637,4020.4503,11.8,31,41,A2339
181921,3362.7747,4680.8674,4017.9345,8.733334,31,41,A2339
181922,3363.8879,4679.6707,4015.4188,9.266666,31,41,A2339
181923,3365.0012,4678.4741,4012.9031,10.2,31,41,A2339
181924,3366.0031,4677.3971,4010.639,12.75,31,41,A2339
182142,3411.2974,4704.6167,4142.2545,1.083333,31,41,A2342
182143,3412.7068,4703.2134,4140.0085,3.75,31,41,A2342
182144,3414.1181,4701.8153,4137.7605,3.833333,31,41,A2342
182145,3415.5318,4700.4225,4135.5107,2.416667,31,41,A2342
182146,3416.9818,4698.9999,4133.2022,19.492064,31,41,A2342
182155,3429.9383,4686.4355,4112.3543,1,32,41,A2342
182156,3431.3469,4685.0811,4110.078,3.233333,32,41,A2342
182157,3432.7583,4683.7282,4107.8026,13.975,32,41,A2342
182158,3433.995,4682.5454,4105.8121,1,32,41,A2342
182160,3436.4787,4680.1702,4101.8101,7.466667,31,41,A2342
182161,3437.8916,4678.8225,4099.5325,15.9,31,41,A2342
182162,3439.4462,4677.3426,4097.0259,31.291666,31,41,A2342
182175,3457.5777,4660.0706,4067.6511,26.166666,31,41,A2342
182176,3458.7656,4658.9325,4065.7028,30,31,41,A2342
182180,3464.2372,4653.7059,4056.7135,37,32,41,A2342
182189,3477.0102,4641.6671,4035.6738,113.800003,32,41,A2342
182190,3478.4181,4640.3514,4033.3745,137,32,41,A2342
182191,3479.8269,4639.0356,4031.0758,113.900002,32,41,A2342
182192,3481.0246,4637.9174,4029.1219,109,32,41,A2342
182203,3466.2354,4649.9608,4128.1962,18.533333,31,41,A2343
182204,3467.8889,4648.3549,4125.5625,13.95,31,41,A2343
182207,3472.2768,4644.1277,4118.6025,3,31,41,A2343
182218,3486.4963,4630.6295,4096.0611,41.447762,32,41,A2343
182497,3488.8522,4630.3122,4054.9851,74.966667,32,41,A2348
182498,3490.2537,4629.0182,4052.6696,129.699997,32,41,A2348
182499,3491.6541,4627.7245,4050.3533,88.5,32,41,A2348
182500,3492.9476,4626.5275,4048.2098,83.529411,32,41,A2348
182512,3510.0245,4610.5055,4019.6595,44.099998,32,41,A2348
182513,3511.103,4609.4856,4017.8377,62,32,41,A2348
183047,3615.3018,4818.9178,4019.9201,11.7,31,41,A2354
183048,3616.3853,4817.8136,4017.3498,23.5,31,41,A2354
183049,3617.4679,4816.7125,4014.7777,18.200001,31,41,A2354
183050,3618.5505,4815.6135,4012.2047,16.799999,31,41,A2354
183051,3619.6319,4814.5156,4009.6307,11.766666,31,41,A2354
183052,3620.7107,4813.4174,4007.0558,5.733333,31,41,A2354
183053,3621.7833,4812.3163,4004.4796,19.266666,31,41,A2354
183054,3622.8508,4811.2131,4001.9021,24.666666,31,41,A2354
183103,3414.3035,4666.0231,4141.3586,5,31,41,A2355
183106,3417.1112,4663.3161,4135.1878,0.8,31,41,A2355
183107,3418.2252,4662.2439,4132.7344,3.75,31,41,A2355
183109,3420.4394,4660.1109,4127.8458,1,31,41,A2355
183123,3434.817,4646.2819,4095.8858,10,31,41,A2355
183124,3436.0594,4645.0868,4093.1012,5.87324,31,41,A2355
183126,3437.8753,4643.3351,4089.0178,3,31,41,A2355
183128,3439.5458,4641.7219,4085.2512,4.575,31,41,A2355
183129,3440.6791,4640.6314,4082.6965,5.383333,31,41,A2355
183130,3441.8154,4639.5446,4080.1415,3.191667,31,41,A2355
183138,3449.4942,4632.27,4062.9324,4.633333,31,41,A2355
183139,3450.534,4631.2912,4060.6115,18.428572,31,41,A2355
183141,3452.3598,4629.5765,4056.5462,80.316666,31,41,A2355
183142,3453.2507,4628.7423,4054.5673,86,31,41,A2355
183144,3455.8107,4626.3503,4048.8857,136.583328,32,41,A2355
183145,3456.9618,4625.2737,4046.3331,114.25,32,41,A2355
183146,3458.362,4623.965,4043.2268,57.709301,32,41,A2355
183217,3372.3904,4672.4395,4087.8327,9,32,41,A2356
183218,3373.5725,4671.1944,4085.3725,0.966667,32,41,A2356
183219,3374.4596,4670.2609,4083.5275,0.5,32,41,A2356
183227,3383.263,4660.9841,4065.1069,3,32,41,A2356
183238,3395.0867,4648.6051,4040.0152,4,31,41,A2356
183287,3356.6894,4653.8358,4072.9294,2.2,31,41,A2357
183299,3371.8224,4638.7885,4044.8737,4.8,31,41,A2357
183300,3373.0761,4637.5335,4042.5166,5,31,41,A2357
183302,3375.6393,4634.9517,4037.6827,6.95,31,41,A2357
183303,3376.8549,4633.7233,4035.3851,3.636364,31,41,A2357
183468,3622.6788,4837.2433,4094.7676,3.446667,31,41,A236
183469,3624.248,4836.0434,4092.5098,17.473333,31,41,A236
183470,3625.8145,4834.8444,4090.2496,34.993332,31,41,A236
183471,3627.3784,4833.6464,4087.9871,17.389999,31,41,A236
183472,3628.9404,4832.4497,4085.7225,4.54,31,41,A236
183473,3630.5022,4831.2551,4083.4568,9.44,31,41,A236
183474,3632.0637,4830.0624,4081.1897,9.823334,32,41,A236
183475,3633.6249,4828.8716,4078.9216,12.06,32,41,A236
183476,3635.1863,4827.6818,4076.6531,8.206667,32,41,A236
183477,3636.7479,4826.4927,4074.3842,10.55,32,41,A236
183478,3638.3095,4825.3045,4072.115,12.68,32,41,A236
183479,3639.8699,4824.1177,4069.8441,10.303334,32,41,A236
183480,3641.4282,4822.9327,4067.5709,13.806667,32,41,A236
183481,3642.9845,4821.7495,4065.2954,15.136666,32,41,A236
183482,3644.5378,4820.5669,4063.0176,10.833333,32,41,A236
183483,3646.0867,4819.3824,4060.7377,23.4,32,41,A236
183484,3647.6311,4818.1959,4058.4558,8.7,31,41,A236
183485,3649.1715,4817.0078,4056.172,93,31,41,A236
183486,3650.7106,4815.8205,4053.8869,92.806671,31,41,A236
183487,3652.2489,4814.6343,4051.6007,44.176666,32,41,A236
183488,3653.7863,4813.4492,4049.3134,37.833332,32,41,A236
183489,3655.3216,4812.2643,4047.0246,25.086668,32,41,A236
183490,3656.8539,4811.0792,4044.7338,33.739998,32,41,A236
183491,3658.3833,4809.8937,4042.4413,20.849998,32,41,A236
183492,3659.9109,4808.7079,4040.1478,29.18,32,41,A236
183493,3661.4388,4807.5216,4037.8547,17.266666,32,41,A236
183494,3662.967,4806.3347,4035.5621,17.450001,32,41,A236
183495,3664.4954,4805.1478,4033.2697,14.15,32,41,A236
183496,3665.8194,4804.1212,4031.2814,11.290909,32,41,A236
183497,3667.1428,4803.0971,4029.2915,12.26,31,41,A236
183561,3640.0131,4830.2633,4039.9196,21,31,41,A2360
183562,3641.3306,4829.0046,4037.5363,9,31,41,A2360
183563,3642.6479,4827.7458,4035.153,16,31,41,A2360
183564,3643.9652,4826.4866,4032.77,25.766666,31,41,A2360
183565,3645.2792,4825.2301,4030.3836,20.333334,31,41,A2360
183566,3646.5904,4823.9766,4027.9942,20.666666,31,41,A2360
183567,3647.901,4822.7254,4025.6032,9.333333,31,41,A2360
183568,3649.2127,4821.4775,4023.211,7.333333,31,41,A2360
183569,3650.5259,4820.2334,4020.8178,6.666667,31,41,A2360
183570,3651.8374,4818.9913,4018.4225,19.333334,31,41,A2360
183571,3653.148,4817.7509,4016.026,19.233334,31,41,A2360
183572,3654.4604,4816.5112,4013.6299,15.666667,31,41,A2360
183573,3655.7742,4815.2736,4011.2336,11,31,41,A2360
183574,3657.0893,4814.0387,4008.8367,11,31,41,A2360
183575,3658.4068,4812.8056,4006.44,9.333333,31,41,A2360
183576,3659.7267,4811.5736,4004.0442,4,31,41,A2360
183577,3661.0491,4810.3416,4001.6498,5.333333,31,41,A2360
183926,3547.8688,4850.9392,4072.9515,18,31,41,A2366
183927,3549.0556,4849.7337,4070.474,12,31,41,A2366
183928,3550.4492,4848.3177,4067.5926,49.75,31,41,A2366
183929,3551.6312,4847.1167,4065.1712,143,31,41,A2366
183930,3552.4034,4846.3299,4063.5932,67,31,41,A2366
183931,3553.3961,4845.3148,4061.5659,46,31,41,A2366
183932,3554.53,4844.1553,4059.2528,302.60376,31,41,A2366
183933,3555.6653,4842.9969,4056.9398,29,31,41,A2366
183934,3556.8703,4841.7671,4054.4831,15,31,41,A2366
183935,3558.074,4840.5366,4052.0261,16,31,41,A2366
183936,3559.2761,4839.3028,4049.5699,17,31,41,A2366
183937,3560.478,4838.0655,4047.1154,12,31,41,A2366
183938,3561.6808,4836.8248,4044.663,13,31,41,A2366
183939,3562.8837,4835.5818,4042.212,17.5,31,41,A2366
183940,3564.086,4834.3365,4039.7617,17.166666,31,41,A2366
183941,3565.2859,4833.0878,4037.312,7.166667,31,41,A2366
183942,3566.4836,4831.8364,4034.8626,18.333334,31,41,A2366
183943,3567.6795,4830.5832,4032.4133,24.333334,31,41,A2366
183944,3568.8737,4829.3269,4029.9647,17,31,41,A2366
183945,3570.0665,4828.067,4027.5172,18.5,31,41,A2366
183946,3570.9702,4827.1088,4025.6623,15,31,41,A2366
183954,3579.2599,4818.1802,4008.5887,10.75,32,41,A2366
183955,3580.4461,4816.8902,4006.1538,10.483334,32,41,A2366
183956,3581.6335,4815.5987,4003.7203,9.833333,32,41,A2366
183957,3582.8205,4814.3056,4001.2873,10.5,32,41,A2366
184231,3642.2741,4789.5491,4187.6022,61.933334,32,41,A237
184232,3643.7369,4788.0361,4185.4643,35.386665,32,41,A237
184233,3645.1999,4786.5216,4183.3275,36,32,41,A237
184234,3646.6631,4785.0057,4181.1918,24.740002,32,41,A237
184235,3648.4431,4783.1616,4178.5931,15.997674,32,41,A237
185103,3389.2881,4655.5072,4107.5869,2.1,31,41,A2381
185104,3390.5128,4654.2766,4104.8988,3.352941,31,41,A2381
185105,3391.7378,4653.0506,4102.2088,1.95,31,41,A2381
185106,3392.7227,4652.0658,4100.0429,2,31,41,A2381
185110,3397.4749,4647.2752,4089.4911,1.666667,31,41,A2381
185111,3398.605,4646.1244,4086.9616,2,31,41,A2381
185112,3399.696,4645.0138,4084.5149,1.25,31,41,A2381
185117,3404.4012,4640.2414,4073.9337,11,31,41,A2381
185143,3445.6057,4742.2198,4117.186,9.166667,31,41,A2382
185144,3447.1305,4740.7515,4115.0601,13,31,41,A2382
185145,3448.6521,4739.2854,4112.9305,31,31,41,A2382
185146,3450.1706,4737.8205,4110.7978,28.193333,31,41,A2382
185147,3451.4335,4736.6003,4109.0185,15.4,31,41,A2382
185305,3592.1043,4807.1635,4058.3966,67,31,41,A2384
185306,3593.2418,4806.071,4055.8447,62,31,41,A2384
185307,3594.3801,4804.9745,4053.2948,65,31,41,A2384
185308,3595.5183,4803.8749,4050.7461,43,31,41,A2384
185309,3596.6557,4802.7745,4048.1976,93,31,41,A2384
185310,3597.7914,4801.6744,4045.6481,109,31,41,A2384
185311,3598.9225,4800.5769,4043.0954,87.666664,31,41,A2384
185312,3600.0514,4799.48,4040.5415,45.333332,31,41,A2384
185313,3601.1811,4798.3815,4037.9887,98.666664,31,41,A2384
185314,3602.1235,4797.4662,4035.8616,132,31,41,A2384
185315,3603.0665,4796.5514,4033.7347,114.900002,32,41,A2384
185316,3604.1971,4795.4554,4031.1812,118,32,41,A2384
185317,3605.3263,4794.3613,4028.6262,91.5,32,41,A2384
185318,3606.4548,4793.2689,4026.0702,21.333334,32,41,A2384
185319,3607.5823,4792.1763,4023.5138,199.666672,32,41,A2384
185320,3608.7085,4791.0813,4020.9579,109.666664,32,41,A2384
185321,3609.833,4789.9853,4018.4017,20.333334,32,41,A2384
186324,3389.5734,4689.7487,4038.0366,6,31,41,A2397
186325,3390.826,4688.3777,4035.6805,5.833333,31,41,A2397
186326,3392.0763,4687.0026,4033.3255,14.55,31,41,A2397
186327,3393.3246,4685.6253,4030.9708,12.033334,31,41,A2397
186328,3394.5713,4684.2464,4028.6161,21.15,31,41,A2397
186329,3395.6815,4683.016,4026.5164,19.74468,31,41,A2397
186390,3692.5939,4776.6176,4036.1568,12.833333,31,41,A2398
186391,3694.0357,4775.1728,4033.9582,3.766667,31,41,A2398
186392,3695.4759,4773.7279,4031.7586,2.116667,31,41,A2398
186393,3696.914,4772.2838,4029.5572,2.433333,31,41,A2398
186394,3698.3506,4770.8396,4027.3549,1.283333,31,41,A2398
186395,3699.7852,4769.3949,4025.1515,15.566667,31,41,A2398
186396,3701.2164,4767.9491,4022.9466,6.766667,31,41,A2398
186397,3702.6807,4766.4661,4020.6856,22,31,41,A2398
186398,3704.1431,4764.9821,4018.424,28.916666,32,41,A2398
186399,3705.5683,4763.5337,4016.217,19.333334,32,41,A2398
186400,3706.9913,4762.0843,4014.0092,14.666667,32,41,A2398
186401,3708.4105,4760.6328,4011.8003,12.666667,32,41,A2398
186402,3709.8277,4759.1781,4009.5923,11.666667,32,41,A2398
186403,3711.2442,4757.7197,4007.3863,8.666667,32,41,A2398
186404,3712.9682,4755.9426,4004.7044,5.395349,32,41,A2398
186483,3721.253,4784.4175,4009.8023,28.799999,31,41,A2399
186484,3722.6262,4783.0617,4007.5053,43.5,31,41,A2399
186485,3723.9977,4781.7059,4005.2073,31,31,41,A2399
186486,3725.3666,4780.349,4002.9084,18.666666,31,41,A2399
186487,3726.7337,4778.9934,4000.6077,21.333334,31,41,A2399
186690,3623.4001,4775.631,4042.4071,96.150002,32,41,A2400
186691,3624.5342,4774.4882,4039.8757,74.716667,32,41,A2400
186692,3625.6707,4773.3436,4037.3463,139.71666,32,41,A2400
186693,3626.6968,4772.3114,4035.0722,141.0625,32,41,A2400
186704,3638.1806,4760.7116,4009.7824,17.316668,32,41,A2400
186705,3639.3204,4759.5425,4007.2656,19.916666,32,41,A2400
186747,3661.6296,4772.5625,4054.5203,15.3,31,41,A2401
186748,3662.7102,4771.4269,4051.9624,20.4,31,41,A2401
186749,3663.7914,4770.2955,4049.4029,7.7,31,41,A2401
186750,3664.8731,4769.1671,4046.8423,18.233334,31,41,A2401
186751,3665.9467,4768.0492,4044.303,11.728813,31,41,A2401
186753,3668.2986,4765.5977,4038.7321,28.466667,32,41,A2401
186754,3669.1541,4764.7067,4036.7036,41,32,41,A2401
187759,3566.8856,4797.5515,4026.8795,5.4,31,41,A2416
187760,3567.7238,4796.7426,4024.1148,70.099998,31,41,A2416
187761,3568.5615,4795.9329,4021.3503,47.466667,31,41,A2416
187762,3569.3981,4795.1238,4018.5853,14.9,31,41,A2416
187763,3570.2348,4794.3165,4015.8197,12.633333,31,41,A2416
187764,3571.0713,4793.5104,4013.0538,16.200001,31,41,A2416
187765,3571.9072,4792.7045,4010.2876,37.400002,31,41,A2416
187766,3572.7416,4791.8988,4007.5209,41.200001,31,41,A2416
187767,3573.5742,4791.0932,4004.7536,54.049999,31,41,A2416
187768,3574.405,4790.2863,4001.9862,60.799999,31,41,A2416
187834,3597.0386,4766.8599,4057.8019,81.75,32,41,A2417
187835,3597.7757,4766.1352,4055.1191,129.236359,32,41,A2417
187853,3611.0715,4752.9452,4006.1536,71.650002,31,41,A2417
187854,3611.6692,4752.344,4003.9351,174,31,41,A2417
187918,4176.4343,5105.8183,4020.7227,7.895523,31,42,A2419
187921,4180.2045,5101.9225,4012.1124,9.983334,31,42,A2419
187922,4181.3154,5100.7762,4009.5723,8,31,42,A2419
187923,4182.426,5099.632,4007.0312,9.333333,31,42,A2419
187924,4183.5361,5098.49,4004.4888,8.4,31,42,A2419
187925,4184.6452,5097.3498,4001.9452,8,31,42,A2419
187950,3503.9817,4788.2296,4190.3531,28.970589,31,41,A242
188143,3639.0173,4759.9809,4057.8353,73,32,41,A2422
188144,3640.2064,4758.8353,4054.9781,167,32,41,A2422
188467,3712.2153,4792.8057,4051.6207,11,31,41,A2427
188468,3713.7196,4791.2957,4049.5096,20,31,41,A2427
188469,3715.2253,4789.7903,4047.3962,13,31,41,A2427
188470,3716.7332,4788.2898,4045.2808,19.200001,31,41,A2427
188471,3718.2413,4786.7933,4043.1629,33.333332,31,41,A2427
188472,3719.7494,4785.2995,4041.0428,23.666666,31,41,A2427
188473,3721.2572,4783.8068,4038.9219,14,31,41,A2427
188474,3722.7665,4782.3181,4036.7993,10.333333,31,41,A2427
188475,3724.278,4780.8344,4034.6746,6,31,41,A2427
188476,3725.9167,4779.2303,4032.3716,4.642857,31,41,A2427
188477,3727.5574,4777.6296,4030.0676,3.166667,32,41,A2427
188478,3729.2513,4775.9841,4027.6915,7.216216,32,41,A2427
188479,3730.9447,4774.3432,4025.312,10.533334,31,41,A2427
188480,3732.1583,4773.1706,4023.6055,18,31,41,A2427
188481,3733.2346,4772.1347,4022.0942,44,31,41,A2427
188482,3734.2869,4771.1252,4020.6179,62,32,41,A2427
188483,3735.4788,4769.9845,4018.9444,40.549999,31,41,A2427
188484,3736.9998,4768.532,4016.8051,30.75,31,41,A2427
188485,3738.519,4767.0826,4014.6624,7.1,31,41,A2427
188486,3739.6955,4765.9604,4013.0004,9,31,41,A2427
188487,3740.6698,4765.031,4011.6247,4,32,41,A2427
188488,3741.9864,4763.7755,4009.7671,3,31,41,A2427
188489,3743.5074,4762.3285,4007.624,15,31,41,A2427
188490,3745.0297,4760.8831,4005.4808,9.25,31,41,A2427
188491,3746.5516,4759.4388,4003.3366,17,31,41,A2427
188492,3748.0734,4757.9965,4001.191,8,31,41,A2427
190317,3528.0132,4658.3983,4133.998,151.266663,32,41,A2452
190318,3529.5331,4656.9361,4131.8645,225.483337,32,41,A2452
190319,3531.0507,4655.4746,4129.7289,159.666672,32,41,A2452
190320,3532.7957,4653.7954,4127.2717,88.57692,32,41,A2452
190796,3445.6796,4712.6086,4154.7495,15.578788,32,41,A246
191122,4244.5349,4931.1043,4150.7912,10,32,42,A2463
191123,4244.2366,4931.4041,4148.2512,6.183333,31,42,A2463
191124,4243.8082,4931.8398,4144.5766,42.393257,31,42,A2463
191125,4243.365,4932.2933,4140.7539,194.363632,32,42,A2463
191126,4242.9385,4932.7311,4137.054,415.619049,32,42,A2463
191129,4241.9281,4933.7723,4128.197,47.724136,31,42,A2463
191168,4209.1536,4893.0496,4197.3075,45.5,31,42,A2464
191169,4208.7079,4893.377,4194.3589,25.966667,31,42,A2464
191170,4208.2632,4893.704,4191.4101,37.466667,31,42,A2464
191171,4207.8185,4894.0297,4188.4612,13,31,42,A2464
191172,4207.3743,4894.3535,4185.512,12.65,31,42,A2464
191173,4206.9316,4894.6755,4182.5623,9.5,31,42,A2464
191174,4206.601,4894.9173,4180.3499,2,31,42,A2464
191176,4205.7291,4895.5565,4174.499,9,32,42,A2464
191204,4194.0392,4903.5654,4096.5771,15.816667,32,42,A2464
191205,4193.6982,4903.7943,4094.3141,21,32,42,A2464
191323,4044.5954,4778.3206,4192.9196,20.333334,31,42,A2466
191324,4043.9572,4778.9382,4190.0541,7.533333,31,42,A2466
191325,4043.3197,4779.5548,4187.1882,8,31,42,A2466
191326,4042.6822,4780.1718,4184.3223,2.95,31,42,A2466
191327,4042.0449,4780.7897,4181.4567,2,31,42,A2466
191328,4041.4101,4781.4084,4178.5906,1.283333,31,42,A2466
191329,4040.7774,4782.0275,4175.7242,2.216667,31,42,A2466
191330,4040.1459,4782.647,4172.8576,3.766667,31,42,A2466
191331,4039.6727,4783.1113,4170.7075,5,31,42,A2466
